Parsing alignment rod_subt2_mt3cp ... ... 
Length alignment: 3662
Number of taxa: 691
Taxon: abeomelomys_sevia | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: praomys_mutoni | Num gaps: 3284 | Missing taxon?: N | % Missing data: 89.6777717094484
Taxon: praomys_obscurus | Num gaps: 3284 | Missing taxon?: N | % Missing data: 89.6777717094484
Taxon: praomys_petteri | Num gaps: 3284 | Missing taxon?: N | % Missing data: 89.6777717094484
Taxon: praomys_rostratus | Num gaps: 3286 | Missing taxon?: N | % Missing data: 89.7323866739487
Taxon: praomys_taitae | Num gaps: 3435 | Missing taxon?: N | % Missing data: 93.801201529219
Taxon: praomys_tullbergi | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: praomys_verschureni | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: psammomys_obesus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: psammomys_vexillaris | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: pseudohydromys_ellermani | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: pseudomys | Num gaps: 62 | Missing taxon?: N | % Missing data: 1.69306389950847
Taxon: pseudoryzomys_simplex | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: punomys_kofordi | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: rattus_andamanensis | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: rattus_argentiventer | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: rattus_baluensis | Num gaps: 3348 | Missing taxon?: N | % Missing data: 91.4254505734571
Taxon: rattus_colletti | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_everetti | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: rattus_exulans | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.61114145275806
Taxon: rattus_fuscipes | Num gaps: 58 | Missing taxon?: N | % Missing data: 1.58383397050792
Taxon: rattus_giluwensis | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_hoffmanni | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_leucopus | Num gaps: 58 | Missing taxon?: N | % Missing data: 1.58383397050792
Taxon: rattus_leucopus_cooktownensis | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_leucopus_dobodurae | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_leucopus_ringens | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_losea | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: rattus_lutreolus | Num gaps: 58 | Missing taxon?: N | % Missing data: 1.58383397050792
Taxon: rattus_morotaiensis | Num gaps: 3336 | Missing taxon?: N | % Missing data: 91.0977607864555
Taxon: rattus_niobe | Num gaps: 60 | Missing taxon?: N | % Missing data: 1.63844893500819
Taxon: rattus_nitidus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: rattus_norvegicus | Num gaps: 58 | Missing taxon?: N | % Missing data: 1.58383397050792
Taxon: rattus_novaeguineae | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_praetor | Num gaps: 58 | Missing taxon?: N | % Missing data: 1.58383397050792
Taxon: rattus_pyctoris | Num gaps: 3348 | Missing taxon?: N | % Missing data: 91.4254505734571
Taxon: rattus_rattus | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.61114145275806
Taxon: rattus_sakeratensis | Num gaps: 3293 | Missing taxon?: N | % Missing data: 89.9235390496996
Taxon: rattus_satarae | Num gaps: 3299 | Missing taxon?: N | % Missing data: 90.0873839432004
Taxon: rattus_sordidus | Num gaps: 58 | Missing taxon?: N | % Missing data: 1.58383397050792
Taxon: rattus_steini | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_tanezumi | Num gaps: 59 | Missing taxon?: N | % Missing data: 1.61114145275806
Taxon: rattus_tiomanicus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: rattus_tunneyi | Num gaps: 58 | Missing taxon?: N | % Missing data: 1.58383397050792
Taxon: rattus_verecundus | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_villosissimus | Num gaps: 58 | Missing taxon?: N | % Missing data: 1.58383397050792
Taxon: reithrodon_auritus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: rhabdomys_dilectus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: rhabdomys_pumilio | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: rhagomys | Num gaps: 3392 | Missing taxon?: N | % Missing data: 92.6269797924631
Taxon: rheomys_raptor~ | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: rhipidomys_macconnelli | Num gaps: 3288 | Missing taxon?: N | % Missing data: 89.7870016384489
Taxon: rhipidomys_mastacalis | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: rhipidomys_nitela | Num gaps: 3325 | Missing taxon?: N | % Missing data: 90.797378481704
Taxon: rhipidomys_wetzeli | Num gaps: 3293 | Missing taxon?: N | % Missing data: 89.9235390496996
Taxon: rhombomys_opimus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: rhynchomys_banahao | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: rhynchomys_isarogensis | Num gaps: 3057 | Missing taxon?: N | % Missing data: 83.4789732386674
Taxon: rhynchomys_soricoides | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: rhynchomys_tapulao | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: salinomys_delicatus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: saxatilomys_paulinae | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: scapteromys_aquaticus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: scapteromys_tumidus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: scolomys_juruaense | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: scolomys_ucayalensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sekeetamys_calurus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: sigmodon_alleni | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodon_alstoni | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodon_arizonae | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodon_arizonae_major | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodon_fulviventer | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: sigmodon_hirsutus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodon_hispidus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodon_hispidus_berlandieri | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodon_hispidus_chiriquensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodon_hispidus_eremicus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodon_hispidus_griseus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodon_hispidus_spadicipygus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodon_hispidus_texianus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodon_leucotis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodon_mascotensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodon_ochrognathus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodon_peruanus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodon_toltecus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: sigmodontomys_alfari | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: tanyuromys_aphrastus | Num gaps: 3293 | Missing taxon?: N | % Missing data: 89.9235390496996
Taxon: solomys_salebrosus | Num gaps: 3296 | Missing taxon?: N | % Missing data: 90.00546149645
Taxon: sooretamys_angouya | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: srilankamys_ohiensis | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: stenocephalemys_albipes | Num gaps: 3295 | Missing taxon?: N | % Missing data: 89.9781540141999
Taxon: stenocephalemys_albocaudata | Num gaps: 3284 | Missing taxon?: N | % Missing data: 89.6777717094484
Taxon: stenocephalemys_griseicauda | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: stochomys_longicaudatus | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: sundamys_muelleri | Num gaps: 3057 | Missing taxon?: N | % Missing data: 83.4789732386674
Taxon: taeromys_celebensis | Num gaps: 3321 | Missing taxon?: N | % Missing data: 90.6881485527034
Taxon: tapecomys_primus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: tarsomys_apoensis | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: tatera_indica | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: taterillus_arenarius | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: taterillus_gracilis | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: taterillus_pygargus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: thallomys_loringi~ | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: thallomys_nigricauda~ | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: thallomys_paedulcus~ | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: thalpomys_cerradensis | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: thalpomys_lasiotis | Num gaps: 3294 | Missing taxon?: N | % Missing data: 89.9508465319498
Taxon: thaptomys_nigrita | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: thomasomys_andersoni | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: thomasomys_aureus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: thomasomys_australis | Num gaps: 3293 | Missing taxon?: N | % Missing data: 89.9235390496996
Taxon: thomasomys_baeops | Num gaps: 3309 | Missing taxon?: N | % Missing data: 90.3604587657018
Taxon: thomasomys_caudivarius | Num gaps: 3309 | Missing taxon?: N | % Missing data: 90.3604587657018
Taxon: thomasomys_cinnameus | Num gaps: 3309 | Missing taxon?: N | % Missing data: 90.3604587657018
Taxon: thomasomys_daphne | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: thomasomys_erro | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: thomasomys_fumeus | Num gaps: 3309 | Missing taxon?: N | % Missing data: 90.3604587657018
Taxon: thomasomys_gracilis | Num gaps: 3284 | Missing taxon?: N | % Missing data: 89.6777717094484
Taxon: thomasomys_ischyurus | Num gaps: 3285 | Missing taxon?: N | % Missing data: 89.7050791916985
Taxon: thomasomys_notatus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: thomasomys_oreas | Num gaps: 3284 | Missing taxon?: N | % Missing data: 89.6777717094484
Taxon: thomasomys_paramorum | Num gaps: 3309 | Missing taxon?: N | % Missing data: 90.3604587657018
Taxon: thomasomys_princeps | Num gaps: 3309 | Missing taxon?: N | % Missing data: 90.3604587657018
Taxon: thomasomys_silvestris | Num gaps: 3309 | Missing taxon?: N | % Missing data: 90.3604587657018
Taxon: thomasomys_taczanowskii | Num gaps: 3309 | Missing taxon?: N | % Missing data: 90.3604587657018
Taxon: thomasomys_ucucha | Num gaps: 3310 | Missing taxon?: N | % Missing data: 90.3877662479519
Taxon: thomasomys_vulcani | Num gaps: 3309 | Missing taxon?: N | % Missing data: 90.3604587657018
Taxon: tokudaia_muenninki | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: tokudaia_osimensis | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: tokudaia_tokunoshimensis | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: tonkinomys_daovantieni | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: transandinomys_bolivaris | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: transandinomys_talamancae | Num gaps: 2962 | Missing taxon?: N | % Missing data: 80.8847624249044
Taxon: uromys_caudimaculatus | Num gaps: 3071 | Missing taxon?: N | % Missing data: 83.8612779901693
Taxon: vandeleuria_sp_kcr_2008 | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: wiedomys_cerradensis | Num gaps: 62 | Missing taxon?: N | % Missing data: 1.69306389950847
Taxon: wiedomys_pyrrhorhinos | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: xeromys_myoides | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: zelotomys_hildegardeae | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: zygodontomys_brevicauda | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: zygodontomys_cherriei | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: zygodontomys_microtinus | Num gaps: 3320 | Missing taxon?: N | % Missing data: 90.6608410704533
Taxon: zyzomys_argurus | Num gaps: 3296 | Missing taxon?: N | % Missing data: 90.00546149645
Taxon: ornithorhynchus_anatinus | Num gaps: 280 | Missing taxon?: N | % Missing data: 7.64609503003823
Taxon: zaglossus_bruijni | Num gaps: 280 | Missing taxon?: N | % Missing data: 7.64609503003823
Taxon: tachyglossus_aculeatus | Num gaps: 280 | Missing taxon?: N | % Missing data: 7.64609503003823
Taxon: mesocricetus_auratus | Num gaps: 63 | Missing taxon?: N | % Missing data: 1.7203713817586
Taxon: microtus_ochrogaster | Num gaps: 66 | Missing taxon?: N | % Missing data: 1.80229382850901

Number of missing taxa = 55
Number of present taxa = 636
Total number of taxa = 691

Eq: num_gaps / ( num_taxa * len_aln ) --> (201410+1924942)/((55+636)*3662)
Avg missing data before removing missing taxa = 0.84030853107876 = 84.030853107876%
Eq: num_gaps / ( num_taxa * len_aln ) --> 1924942/(636*3662)
Avg missing data after removing missing taxa = 0.826498734238087 = 82.6498734238087%

