Parsing alignment rod_subt2_nt3cp ... ... 
Length alignment: 95950
Number of taxa: 691
Taxon: abeomelomys_sevia | Num gaps: 95194 | Missing taxon?: N | % Missing data: 99.2120896300156
Taxon: psammomys_vexillaris | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: pseudohydromys_ellermani | Num gaps: 94660 | Missing taxon?: N | % Missing data: 98.6555497655029
Taxon: pseudomys | Num gaps: 93765 | Missing taxon?: N | % Missing data: 97.7227722772277
Taxon: pseudoryzomys_simplex | Num gaps: 94507 | Missing taxon?: N | % Missing data: 98.4960917144346
Taxon: punomys_kofordi | Num gaps: 94399 | Missing taxon?: N | % Missing data: 98.3835330901511
Taxon: rattus_andamanensis | Num gaps: 93492 | Missing taxon?: N | % Missing data: 97.4382490880667
Taxon: rattus_argentiventer | Num gaps: 94585 | Missing taxon?: N | % Missing data: 98.5773840541949
Taxon: rattus_baluensis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_colletti | Num gaps: 95539 | Missing taxon?: N | % Missing data: 99.5716519020323
Taxon: rattus_everetti | Num gaps: 95272 | Missing taxon?: N | % Missing data: 99.2933819697759
Taxon: rattus_exulans | Num gaps: 91781 | Missing taxon?: N | % Missing data: 95.6550286607608
Taxon: rattus_fuscipes | Num gaps: 94812 | Missing taxon?: N | % Missing data: 98.813965607087
Taxon: rattus_giluwensis | Num gaps: 95544 | Missing taxon?: N | % Missing data: 99.5768629494528
Taxon: rattus_hoffmanni | Num gaps: 95681 | Missing taxon?: N | % Missing data: 99.7196456487754
Taxon: rattus_leucopus | Num gaps: 94235 | Missing taxon?: N | % Missing data: 98.2126107347577
Taxon: rattus_leucopus_cooktownensis | Num gaps: 95545 | Missing taxon?: N | % Missing data: 99.5779051589369
Taxon: rattus_leucopus_dobodurae | Num gaps: 95539 | Missing taxon?: N | % Missing data: 99.5716519020323
Taxon: rattus_leucopus_ringens | Num gaps: 95551 | Missing taxon?: N | % Missing data: 99.5841584158416
Taxon: rattus_losea | Num gaps: 95524 | Missing taxon?: N | % Missing data: 99.5560187597707
Taxon: rattus_lutreolus | Num gaps: 95553 | Missing taxon?: N | % Missing data: 99.5862428348098
Taxon: rattus_morotaiensis | Num gaps: 95670 | Missing taxon?: N | % Missing data: 99.7081813444502
Taxon: rattus_niobe | Num gaps: 95546 | Missing taxon?: N | % Missing data: 99.5789473684211
Taxon: rattus_nitidus | Num gaps: 94562 | Missing taxon?: N | % Missing data: 98.5534132360605
Taxon: rattus_norvegicus | Num gaps: 7098 | Missing taxon?: N | % Missing data: 7.39760291818656
Taxon: rattus_novaeguineae | Num gaps: 94597 | Missing taxon?: N | % Missing data: 98.5898905680042
Taxon: rattus_praetor | Num gaps: 94933 | Missing taxon?: N | % Missing data: 98.9400729546639
Taxon: rattus_pyctoris | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_rattus | Num gaps: 92283 | Missing taxon?: N | % Missing data: 96.1782178217822
Taxon: rattus_sakeratensis | Num gaps: 93788 | Missing taxon?: N | % Missing data: 97.7467430953622
Taxon: rattus_satarae | Num gaps: 95567 | Missing taxon?: N | % Missing data: 99.6008337675873
Taxon: rattus_sordidus | Num gaps: 95554 | Missing taxon?: N | % Missing data: 99.5872850442939
Taxon: rattus_steini | Num gaps: 95555 | Missing taxon?: N | % Missing data: 99.588327253778
Taxon: rattus_tanezumi | Num gaps: 91923 | Missing taxon?: N | % Missing data: 95.8030224075039
Taxon: rattus_tiomanicus | Num gaps: 94152 | Missing taxon?: N | % Missing data: 98.1261073475769
Taxon: rattus_tunneyi | Num gaps: 95542 | Missing taxon?: N | % Missing data: 99.5747785304846
Taxon: rattus_verecundus | Num gaps: 94502 | Missing taxon?: N | % Missing data: 98.4908806670141
Taxon: rattus_villosissimus | Num gaps: 94526 | Missing taxon?: N | % Missing data: 98.5158936946326
Taxon: reithrodon_auritus | Num gaps: 94915 | Missing taxon?: N | % Missing data: 98.92131318395
Taxon: rhabdomys_dilectus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: rhabdomys_pumilio | Num gaps: 93920 | Missing taxon?: N | % Missing data: 97.8843147472642
Taxon: rhagomys | Num gaps: 95568 | Missing taxon?: N | % Missing data: 99.6018759770714
Taxon: rheomys_raptor~ | Num gaps: 95556 | Missing taxon?: N | % Missing data: 99.5893694632621
Taxon: rhipidomys_macconnelli | Num gaps: 94402 | Missing taxon?: N | % Missing data: 98.3866597186034
Taxon: rhipidomys_mastacalis | Num gaps: 95182 | Missing taxon?: N | % Missing data: 99.1995831162064
Taxon: rhipidomys_nitela | Num gaps: 95530 | Missing taxon?: N | % Missing data: 99.5622720166754
Taxon: rhipidomys_wetzeli | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: rhombomys_opimus | Num gaps: 95527 | Missing taxon?: N | % Missing data: 99.559145388223
Taxon: rhynchomys_banahao | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: rhynchomys_isarogensis | Num gaps: 94618 | Missing taxon?: N | % Missing data: 98.6117769671704
Taxon: rhynchomys_soricoides | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: rhynchomys_tapulao | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: salinomys_delicatus | Num gaps: 95557 | Missing taxon?: N | % Missing data: 99.5904116727462
Taxon: saxatilomys_paulinae | Num gaps: 94926 | Missing taxon?: N | % Missing data: 98.9327774882751
Taxon: scapteromys_aquaticus | Num gaps: 95558 | Missing taxon?: N | % Missing data: 99.5914538822303
Taxon: scapteromys_tumidus | Num gaps: 94619 | Missing taxon?: N | % Missing data: 98.6128191766545
Taxon: scolomys_juruaense | Num gaps: 95039 | Missing taxon?: N | % Missing data: 99.0505471599792
Taxon: scolomys_ucayalensis | Num gaps: 95529 | Missing taxon?: N | % Missing data: 99.5612298071912
Taxon: sekeetamys_calurus | Num gaps: 95246 | Missing taxon?: N | % Missing data: 99.2662845231892
Taxon: sigmodon_alleni | Num gaps: 95529 | Missing taxon?: N | % Missing data: 99.5612298071912
Taxon: sigmodon_alstoni | Num gaps: 94374 | Missing taxon?: N | % Missing data: 98.3574778530485
Taxon: sigmodon_arizonae | Num gaps: 94158 | Missing taxon?: N | % Missing data: 98.1323606044815
Taxon: sigmodon_arizonae_major | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: sigmodon_fulviventer | Num gaps: 95275 | Missing taxon?: N | % Missing data: 99.2965085982282
Taxon: sigmodon_hirsutus | Num gaps: 95529 | Missing taxon?: N | % Missing data: 99.5612298071912
Taxon: sigmodon_hispidus | Num gaps: 90411 | Missing taxon?: N | % Missing data: 94.2272016675352
Taxon: sigmodon_hispidus_berlandieri | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: sigmodon_hispidus_chiriquensis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: sigmodon_hispidus_eremicus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: sigmodon_hispidus_griseus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: sigmodon_hispidus_spadicipygus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: sigmodon_hispidus_texianus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: sigmodon_leucotis | Num gaps: 95528 | Missing taxon?: N | % Missing data: 99.5601875977071
Taxon: sigmodon_mascotensis | Num gaps: 95529 | Missing taxon?: N | % Missing data: 99.5612298071912
Taxon: sigmodon_ochrognathus | Num gaps: 95529 | Missing taxon?: N | % Missing data: 99.5612298071912
Taxon: sigmodon_peruanus | Num gaps: 95529 | Missing taxon?: N | % Missing data: 99.5612298071912
Taxon: sigmodon_toltecus | Num gaps: 95528 | Missing taxon?: N | % Missing data: 99.5601875977071
Taxon: sigmodontomys_alfari | Num gaps: 94537 | Missing taxon?: N | % Missing data: 98.5273579989578
Taxon: tanyuromys_aphrastus | Num gaps: 95534 | Missing taxon?: N | % Missing data: 99.5664408546118
Taxon: solomys_salebrosus | Num gaps: 94542 | Missing taxon?: N | % Missing data: 98.5325690463783
Taxon: sooretamys_angouya | Num gaps: 94481 | Missing taxon?: N | % Missing data: 98.4689942678478
Taxon: srilankamys_ohiensis | Num gaps: 95668 | Missing taxon?: N | % Missing data: 99.706096925482
Taxon: stenocephalemys_albipes | Num gaps: 95369 | Missing taxon?: N | % Missing data: 99.3944762897342
Taxon: stenocephalemys_albocaudata | Num gaps: 95367 | Missing taxon?: N | % Missing data: 99.392391870766
Taxon: stenocephalemys_griseicauda | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: stochomys_longicaudatus | Num gaps: 93466 | Missing taxon?: N | % Missing data: 97.4111516414799
Taxon: sundamys_muelleri | Num gaps: 94310 | Missing taxon?: N | % Missing data: 98.2907764460657
Taxon: taeromys_celebensis | Num gaps: 95318 | Missing taxon?: N | % Missing data: 99.3413236060448
Taxon: tapecomys_primus | Num gaps: 95557 | Missing taxon?: N | % Missing data: 99.5904116727462
Taxon: tarsomys_apoensis | Num gaps: 95280 | Missing taxon?: N | % Missing data: 99.3017196456488
Taxon: tatera_indica | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: taterillus_arenarius | Num gaps: 95529 | Missing taxon?: N | % Missing data: 99.5612298071912
Taxon: taterillus_gracilis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: taterillus_pygargus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thallomys_loringi~ | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thallomys_nigricauda~ | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thallomys_paedulcus~ | Num gaps: 95675 | Missing taxon?: N | % Missing data: 99.7133923918708
Taxon: thalpomys_cerradensis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thalpomys_lasiotis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thaptomys_nigrita | Num gaps: 93894 | Missing taxon?: N | % Missing data: 97.8572173006774
Taxon: thomasomys_andersoni | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_aureus | Num gaps: 94106 | Missing taxon?: N | % Missing data: 98.078165711308
Taxon: thomasomys_australis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_baeops | Num gaps: 95535 | Missing taxon?: N | % Missing data: 99.5674830640959
Taxon: thomasomys_caudivarius | Num gaps: 94495 | Missing taxon?: N | % Missing data: 98.4835852006253
Taxon: thomasomys_cinnameus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_daphne | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_erro | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_fumeus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_gracilis | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_ischyurus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_notatus | Num gaps: 95080 | Missing taxon?: N | % Missing data: 99.0932777488275
Taxon: thomasomys_oreas | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_paramorum | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_princeps | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_silvestris | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_taczanowskii | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_ucucha | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_vulcani | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: tokudaia_muenninki | Num gaps: 95235 | Missing taxon?: N | % Missing data: 99.254820218864
Taxon: tokudaia_osimensis | Num gaps: 93896 | Missing taxon?: N | % Missing data: 97.8593017196456
Taxon: tokudaia_tokunoshimensis | Num gaps: 95234 | Missing taxon?: N | % Missing data: 99.2537780093799
Taxon: tonkinomys_daovantieni | Num gaps: 95680 | Missing taxon?: N | % Missing data: 99.7186034392913
Taxon: transandinomys_bolivaris | Num gaps: 95533 | Missing taxon?: N | % Missing data: 99.5653986451277
Taxon: transandinomys_talamancae | Num gaps: 94416 | Missing taxon?: N | % Missing data: 98.4012506513809
Taxon: uromys_caudimaculatus | Num gaps: 94974 | Missing taxon?: N | % Missing data: 98.9828035435122
Taxon: vandeleuria_sp_kcr_2008 | Num gaps: 94605 | Missing taxon?: N | % Missing data: 98.598228243877
Taxon: wiedomys_cerradensis | Num gaps: 95598 | Missing taxon?: N | % Missing data: 99.6331422615946
Taxon: wiedomys_pyrrhorhinos | Num gaps: 94836 | Missing taxon?: N | % Missing data: 98.8389786347056
Taxon: xeromys_myoides | Num gaps: 94163 | Missing taxon?: N | % Missing data: 98.137571651902
Taxon: zelotomys_hildegardeae | Num gaps: 93635 | Missing taxon?: N | % Missing data: 97.5872850442939
Taxon: zygodontomys_brevicauda | Num gaps: 94439 | Missing taxon?: N | % Missing data: 98.4252214695154
Taxon: zygodontomys_cherriei | Num gaps: 95537 | Missing taxon?: N | % Missing data: 99.5695674830641
Taxon: zygodontomys_microtinus | Num gaps: 95950 | Missing taxon?: Y | % Missing data: 100
Taxon: zyzomys_argurus | Num gaps: 94458 | Missing taxon?: N | % Missing data: 98.4450234497134
Taxon: ornithorhynchus_anatinus | Num gaps: 44236 | Missing taxon?: N | % Missing data: 46.1031787389265
Taxon: zaglossus_bruijni | Num gaps: 95556 | Missing taxon?: N | % Missing data: 99.5893694632621
Taxon: tachyglossus_aculeatus | Num gaps: 91938 | Missing taxon?: N | % Missing data: 95.8186555497655
Taxon: mesocricetus_auratus | Num gaps: 84049 | Missing taxon?: N | % Missing data: 87.5966649296509
Taxon: microtus_ochrogaster | Num gaps: 95191 | Missing taxon?: N | % Missing data: 99.2089630015633

Number of missing taxa = 186
Number of present taxa = 505
Total number of taxa = 691

Eq: num_gaps / ( num_taxa * len_aln ) --> (17846700+47710591)/((186+505)*95950)
Avg missing data before removing missing taxa = 0.988776127822242 = 98.8776127822242%
Eq: num_gaps / ( num_taxa * len_aln ) --> 47710591/(505*95950)
Avg missing data after removing missing taxa = 0.984642186782514 = 98.4642186782514%

