Parsing alignment rod_subt1_nt12cp ... ... 
Length alignment: 423700
Number of taxa: 630
Taxon: acomys_cahirinus | Num gaps: 420004 | Missing taxon?: N | % Missing data: 99.1276846825584
Taxon: sicista_severtzovi | Num gaps: 422968 | Missing taxon?: N | % Missing data: 99.8272362520651
Taxon: sicista_severtzovi_cimlanica | Num gaps: 422968 | Missing taxon?: N | % Missing data: 99.8272362520651
Taxon: sicista_strandi | Num gaps: 422562 | Missing taxon?: N | % Missing data: 99.7314137361341
Taxon: sicista_subtilis_nordmanni | Num gaps: 422968 | Missing taxon?: N | % Missing data: 99.8272362520651
Taxon: sicista_subtilis_subtilis | Num gaps: 422968 | Missing taxon?: N | % Missing data: 99.8272362520651
Taxon: sicista_subtilis_trizona | Num gaps: 422970 | Missing taxon?: N | % Missing data: 99.8277082841633
Taxon: sicista_tianshanica | Num gaps: 419958 | Missing taxon?: N | % Missing data: 99.1168279443002
Taxon: spalax_arenarius | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_carmeli | Num gaps: 423108 | Missing taxon?: N | % Missing data: 99.8602784989379
Taxon: spalax_graecus_graecus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: spalax_graecus_mezosegiensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: spalax_microphthalmus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: spalax_zemni | Num gaps: 421564 | Missing taxon?: N | % Missing data: 99.4958697191409
Taxon: steatomys_krebsii | Num gaps: 421050 | Missing taxon?: N | % Missing data: 99.374557469908
Taxon: steatomys_parvus | Num gaps: 422282 | Missing taxon?: N | % Missing data: 99.6653292423885
Taxon: stylodipus_andrewsi | Num gaps: 421970 | Missing taxon?: N | % Missing data: 99.591692235072
Taxon: stylodipus_sungorus | Num gaps: 421990 | Missing taxon?: N | % Missing data: 99.5964125560538
Taxon: stylodipus_telum | Num gaps: 421152 | Missing taxon?: N | % Missing data: 99.3986311069153
Taxon: synaptomys_borealis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: synaptomys_cooperi | Num gaps: 420782 | Missing taxon?: N | % Missing data: 99.3113051687515
Taxon: tachyoryctes_splendens | Num gaps: 421480 | Missing taxon?: N | % Missing data: 99.4760443710172
Taxon: thomomys_bottae_anitae | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_atrovarius | Num gaps: 421438 | Missing taxon?: N | % Missing data: 99.4661316969554
Taxon: thomomys_bottae | Num gaps: 419888 | Missing taxon?: N | % Missing data: 99.1003068208638
Taxon: thomomys_bottae_alticolus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_bottae_imitabilis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_bottae_incomptus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_bottae_litoris | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_bottae_mohavensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_bulbivorus | Num gaps: 422304 | Missing taxon?: N | % Missing data: 99.6705215954685
Taxon: thomomys_mazama | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_monticola | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_sheldoni | Num gaps: 421474 | Missing taxon?: N | % Missing data: 99.4746282747227
Taxon: thomomys_talpoides | Num gaps: 420610 | Missing taxon?: N | % Missing data: 99.2707104083078
Taxon: thomomys_townsendii | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_umbrinus | Num gaps: 421432 | Missing taxon?: N | % Missing data: 99.4647156006608
Taxon: tscherskia_triton | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: tylomys_nudicaudus | Num gaps: 419120 | Missing taxon?: N | % Missing data: 98.9190464951617
Taxon: tylomys_watsoni | Num gaps: 422522 | Missing taxon?: N | % Missing data: 99.7219730941704
Taxon: typhlomys_chapensis | Num gaps: 422120 | Missing taxon?: N | % Missing data: 99.6270946424357
Taxon: typhlomys_cinereus | Num gaps: 422290 | Missing taxon?: N | % Missing data: 99.6672173707812
Taxon: uranomys_ruddi | Num gaps: 419136 | Missing taxon?: N | % Missing data: 98.9228227519471
Taxon: voalavo_gymnocaudus | Num gaps: 422278 | Missing taxon?: N | % Missing data: 99.6643851781921
Taxon: volemys_millicens | Num gaps: 422458 | Missing taxon?: N | % Missing data: 99.7068680670286
Taxon: volemys_musseri | Num gaps: 422460 | Missing taxon?: N | % Missing data: 99.7073400991267
Taxon: xenomys_nelsoni | Num gaps: 422488 | Missing taxon?: N | % Missing data: 99.7139485485013
Taxon: zapus_hudsonius | Num gaps: 420926 | Missing taxon?: N | % Missing data: 99.3452914798206
Taxon: zapus_hudsonius_acadicus | Num gaps: 423176 | Missing taxon?: N | % Missing data: 99.8763275902761
Taxon: zapus_hudsonius_alascensis | Num gaps: 423182 | Missing taxon?: N | % Missing data: 99.8777436865707
Taxon: zapus_hudsonius_americanus | Num gaps: 423190 | Missing taxon?: N | % Missing data: 99.8796318149634
Taxon: zapus_hudsonius_campestris | Num gaps: 423244 | Missing taxon?: N | % Missing data: 99.8923766816144
Taxon: zapus_hudsonius_canadensis | Num gaps: 423178 | Missing taxon?: N | % Missing data: 99.8767996223743
Taxon: zapus_hudsonius_intermedius | Num gaps: 423176 | Missing taxon?: N | % Missing data: 99.8763275902761
Taxon: zapus_hudsonius_ladas | Num gaps: 423178 | Missing taxon?: N | % Missing data: 99.8767996223743
Taxon: zapus_hudsonius_luteus | Num gaps: 423178 | Missing taxon?: N | % Missing data: 99.8767996223743
Taxon: zapus_hudsonius_pallidus | Num gaps: 423234 | Missing taxon?: N | % Missing data: 99.8900165211234
Taxon: zapus_hudsonius_preblei | Num gaps: 423212 | Missing taxon?: N | % Missing data: 99.8848241680434
Taxon: zapus_hudsonius_tenellus | Num gaps: 423178 | Missing taxon?: N | % Missing data: 99.8767996223743
Taxon: zapus_princeps | Num gaps: 421140 | Missing taxon?: N | % Missing data: 99.3957989143262
Taxon: zapus_princeps_chrysogeny | Num gaps: 423204 | Missing taxon?: N | % Missing data: 99.8829360396507
Taxon: zapus_princeps_cinereus | Num gaps: 423182 | Missing taxon?: N | % Missing data: 99.8777436865707
Taxon: zapus_princeps_curtatus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: zapus_princeps_idahoensis | Num gaps: 423180 | Missing taxon?: N | % Missing data: 99.8772716544725
Taxon: zapus_princeps_kootenayensis | Num gaps: 423178 | Missing taxon?: N | % Missing data: 99.8767996223743
Taxon: zapus_princeps_minor | Num gaps: 423178 | Missing taxon?: N | % Missing data: 99.8767996223743
Taxon: zapus_princeps_oregonus | Num gaps: 423178 | Missing taxon?: N | % Missing data: 99.8767996223743
Taxon: zapus_princeps_pacificus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: zapus_princeps_saltator | Num gaps: 423178 | Missing taxon?: N | % Missing data: 99.8767996223743
Taxon: zapus_princeps_utahensis | Num gaps: 423180 | Missing taxon?: N | % Missing data: 99.8772716544725
Taxon: zapus_trinotatus | Num gaps: 421834 | Missing taxon?: N | % Missing data: 99.5595940523956
Taxon: zapus_trinotatus_eureka | Num gaps: 423178 | Missing taxon?: N | % Missing data: 99.8767996223743
Taxon: zapus_trinotatus_montanus | Num gaps: 423178 | Missing taxon?: N | % Missing data: 99.8767996223743
Taxon: zapus_trinotatus_orarius | Num gaps: 423178 | Missing taxon?: N | % Missing data: 99.8767996223743
Taxon: zapus_trinotatus_pacificus | Num gaps: 423178 | Missing taxon?: N | % Missing data: 99.8767996223743
Taxon: zygogeomys_trichopus | Num gaps: 423028 | Missing taxon?: N | % Missing data: 99.8413972150106
Taxon: ornithorhynchus_anatinus | Num gaps: 320272 | Missing taxon?: N | % Missing data: 75.5893320745811
Taxon: zaglossus_bruijni | Num gaps: 422912 | Missing taxon?: N | % Missing data: 99.814019353316
Taxon: tachyglossus_aculeatus | Num gaps: 415676 | Missing taxon?: N | % Missing data: 98.1062072220911
Taxon: mus_musculus | Num gaps: 237452 | Missing taxon?: N | % Missing data: 56.0424828888364
Taxon: rattus_norvegicus | Num gaps: 245996 | Missing taxon?: N | % Missing data: 58.0590040122728

Number of missing taxa = 251
Number of present taxa = 379
Total number of taxa = 630

Eq: num_gaps / ( num_taxa * len_aln ) --> (106348700+159262066)/((251+379)*423700)
Avg missing data before removing missing taxa = 0.995054025197523 = 99.5054025197523%
Eq: num_gaps / ( num_taxa * len_aln ) --> 159262066/(379*423700)
Avg missing data after removing missing taxa = 0.991778458771608 = 99.1778458771608%

