Parsing alignment rod_subt2_mt12cp ... ... 
Length alignment: 7320
Number of taxa: 691
Taxon: abeomelomys_sevia | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: praomys_minor | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: praomys_misonnei | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: praomys_morio | Num gaps: 6570 | Missing taxon?: N | % Missing data: 89.7540983606557
Taxon: praomys_mutoni | Num gaps: 6564 | Missing taxon?: N | % Missing data: 89.672131147541
Taxon: praomys_obscurus | Num gaps: 6564 | Missing taxon?: N | % Missing data: 89.672131147541
Taxon: praomys_petteri | Num gaps: 6564 | Missing taxon?: N | % Missing data: 89.672131147541
Taxon: praomys_rostratus | Num gaps: 6568 | Missing taxon?: N | % Missing data: 89.7267759562842
Taxon: praomys_taitae | Num gaps: 6866 | Missing taxon?: N | % Missing data: 93.7978142076503
Taxon: praomys_tullbergi | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: praomys_verschureni | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: psammomys_obesus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: psammomys_vexillaris | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: pseudohydromys_ellermani | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: pseudomys | Num gaps: 120 | Missing taxon?: N | % Missing data: 1.63934426229508
Taxon: pseudoryzomys_simplex | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: punomys_kofordi | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: rattus_andamanensis | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: rattus_argentiventer | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: rattus_baluensis | Num gaps: 6692 | Missing taxon?: N | % Missing data: 91.4207650273224
Taxon: rattus_colletti | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_everetti | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: rattus_exulans | Num gaps: 114 | Missing taxon?: N | % Missing data: 1.55737704918033
Taxon: rattus_fuscipes | Num gaps: 112 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: rattus_giluwensis | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_hoffmanni | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_leucopus | Num gaps: 112 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: rattus_leucopus_cooktownensis | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_leucopus_dobodurae | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_leucopus_ringens | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_losea | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: rattus_lutreolus | Num gaps: 112 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: rattus_morotaiensis | Num gaps: 6668 | Missing taxon?: N | % Missing data: 91.0928961748634
Taxon: rattus_niobe | Num gaps: 116 | Missing taxon?: N | % Missing data: 1.58469945355191
Taxon: rattus_nitidus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: rattus_norvegicus | Num gaps: 112 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: rattus_novaeguineae | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_praetor | Num gaps: 112 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: rattus_pyctoris | Num gaps: 6692 | Missing taxon?: N | % Missing data: 91.4207650273224
Taxon: rattus_rattus | Num gaps: 114 | Missing taxon?: N | % Missing data: 1.55737704918033
Taxon: rattus_sakeratensis | Num gaps: 6582 | Missing taxon?: N | % Missing data: 89.9180327868852
Taxon: rattus_satarae | Num gaps: 6594 | Missing taxon?: N | % Missing data: 90.0819672131148
Taxon: rattus_sordidus | Num gaps: 112 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: rattus_steini | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_tanezumi | Num gaps: 114 | Missing taxon?: N | % Missing data: 1.55737704918033
Taxon: rattus_tiomanicus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: rattus_tunneyi | Num gaps: 112 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: rattus_verecundus | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_villosissimus | Num gaps: 112 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: reithrodon_auritus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: rhabdomys_dilectus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: rhabdomys_pumilio | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: rhagomys | Num gaps: 6780 | Missing taxon?: N | % Missing data: 92.6229508196721
Taxon: rheomys_raptor~ | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: rhipidomys_macconnelli | Num gaps: 6572 | Missing taxon?: N | % Missing data: 89.7814207650273
Taxon: rhipidomys_mastacalis | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: rhipidomys_nitela | Num gaps: 6646 | Missing taxon?: N | % Missing data: 90.792349726776
Taxon: rhipidomys_wetzeli | Num gaps: 6582 | Missing taxon?: N | % Missing data: 89.9180327868852
Taxon: rhombomys_opimus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: rhynchomys_banahao | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: rhynchomys_isarogensis | Num gaps: 6110 | Missing taxon?: N | % Missing data: 83.4699453551913
Taxon: rhynchomys_soricoides | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: rhynchomys_tapulao | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: salinomys_delicatus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: saxatilomys_paulinae | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: scapteromys_aquaticus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: scapteromys_tumidus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: scolomys_juruaense | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: scolomys_ucayalensis | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sekeetamys_calurus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: sigmodon_alleni | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodon_alstoni | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodon_arizonae | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodon_arizonae_major | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodon_fulviventer | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sigmodon_hirsutus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodon_hispidus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodon_hispidus_berlandieri | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodon_hispidus_chiriquensis | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodon_hispidus_eremicus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodon_hispidus_griseus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodon_hispidus_spadicipygus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodon_hispidus_texianus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodon_leucotis | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodon_mascotensis | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodon_ochrognathus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodon_peruanus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodon_toltecus | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: sigmodontomys_alfari | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: tanyuromys_aphrastus | Num gaps: 6582 | Missing taxon?: N | % Missing data: 89.9180327868852
Taxon: solomys_salebrosus | Num gaps: 6588 | Missing taxon?: N | % Missing data: 90
Taxon: sooretamys_angouya | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: srilankamys_ohiensis | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: stenocephalemys_albipes | Num gaps: 6586 | Missing taxon?: N | % Missing data: 89.9726775956284
Taxon: stenocephalemys_albocaudata | Num gaps: 6564 | Missing taxon?: N | % Missing data: 89.672131147541
Taxon: stenocephalemys_griseicauda | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: stochomys_longicaudatus | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: sundamys_muelleri | Num gaps: 6110 | Missing taxon?: N | % Missing data: 83.4699453551913
Taxon: taeromys_celebensis | Num gaps: 6638 | Missing taxon?: N | % Missing data: 90.6830601092896
Taxon: tapecomys_primus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: tarsomys_apoensis | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: tatera_indica | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: taterillus_arenarius | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: taterillus_gracilis | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: taterillus_pygargus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: thallomys_loringi~ | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: thallomys_nigricauda~ | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: thallomys_paedulcus~ | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: thalpomys_cerradensis | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: thalpomys_lasiotis | Num gaps: 6584 | Missing taxon?: N | % Missing data: 89.9453551912568
Taxon: thaptomys_nigrita | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: thomasomys_andersoni | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: thomasomys_aureus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: thomasomys_australis | Num gaps: 6582 | Missing taxon?: N | % Missing data: 89.9180327868852
Taxon: thomasomys_baeops | Num gaps: 6614 | Missing taxon?: N | % Missing data: 90.3551912568306
Taxon: thomasomys_caudivarius | Num gaps: 6614 | Missing taxon?: N | % Missing data: 90.3551912568306
Taxon: thomasomys_cinnameus | Num gaps: 6614 | Missing taxon?: N | % Missing data: 90.3551912568306
Taxon: thomasomys_daphne | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: thomasomys_erro | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: thomasomys_fumeus | Num gaps: 6614 | Missing taxon?: N | % Missing data: 90.3551912568306
Taxon: thomasomys_gracilis | Num gaps: 6564 | Missing taxon?: N | % Missing data: 89.672131147541
Taxon: thomasomys_ischyurus | Num gaps: 6566 | Missing taxon?: N | % Missing data: 89.6994535519126
Taxon: thomasomys_notatus | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: thomasomys_oreas | Num gaps: 6564 | Missing taxon?: N | % Missing data: 89.672131147541
Taxon: thomasomys_paramorum | Num gaps: 6614 | Missing taxon?: N | % Missing data: 90.3551912568306
Taxon: thomasomys_princeps | Num gaps: 6614 | Missing taxon?: N | % Missing data: 90.3551912568306
Taxon: thomasomys_silvestris | Num gaps: 6614 | Missing taxon?: N | % Missing data: 90.3551912568306
Taxon: thomasomys_taczanowskii | Num gaps: 6614 | Missing taxon?: N | % Missing data: 90.3551912568306
Taxon: thomasomys_ucucha | Num gaps: 6616 | Missing taxon?: N | % Missing data: 90.3825136612022
Taxon: thomasomys_vulcani | Num gaps: 6614 | Missing taxon?: N | % Missing data: 90.3551912568306
Taxon: tokudaia_muenninki | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: tokudaia_osimensis | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: tokudaia_tokunoshimensis | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: tonkinomys_daovantieni | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: transandinomys_bolivaris | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: transandinomys_talamancae | Num gaps: 5920 | Missing taxon?: N | % Missing data: 80.8743169398907
Taxon: uromys_caudimaculatus | Num gaps: 6138 | Missing taxon?: N | % Missing data: 83.8524590163934
Taxon: vandeleuria_sp_kcr_2008 | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: wiedomys_cerradensis | Num gaps: 120 | Missing taxon?: N | % Missing data: 1.63934426229508
Taxon: wiedomys_pyrrhorhinos | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: xeromys_myoides | Num gaps: 6560 | Missing taxon?: N | % Missing data: 89.6174863387978
Taxon: zelotomys_hildegardeae | Num gaps: 6106 | Missing taxon?: N | % Missing data: 83.4153005464481
Taxon: zygodontomys_brevicauda | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: zygodontomys_cherriei | Num gaps: 6558 | Missing taxon?: N | % Missing data: 89.5901639344262
Taxon: zygodontomys_microtinus | Num gaps: 6636 | Missing taxon?: N | % Missing data: 90.655737704918
Taxon: zyzomys_argurus | Num gaps: 6588 | Missing taxon?: N | % Missing data: 90
Taxon: ornithorhynchus_anatinus | Num gaps: 556 | Missing taxon?: N | % Missing data: 7.59562841530055
Taxon: zaglossus_bruijni | Num gaps: 556 | Missing taxon?: N | % Missing data: 7.59562841530055
Taxon: tachyglossus_aculeatus | Num gaps: 556 | Missing taxon?: N | % Missing data: 7.59562841530055
Taxon: mesocricetus_auratus | Num gaps: 122 | Missing taxon?: N | % Missing data: 1.66666666666667
Taxon: microtus_ochrogaster | Num gaps: 128 | Missing taxon?: N | % Missing data: 1.74863387978142

Number of missing taxa = 55
Number of present taxa = 636
Total number of taxa = 691

Eq: num_gaps / ( num_taxa * len_aln ) --> (402600+3847340)/((55+636)*7320)
Avg missing data before removing missing taxa = 0.840221267980989 = 84.0221267980989%
Eq: num_gaps / ( num_taxa * len_aln ) --> 3847340/(636*7320)
Avg missing data after removing missing taxa = 0.826403924803244 = 82.6403924803244%

