Parsing alignment lchiroptera_subt2_nt3cp ... ... 
Length alignment: 117248
Number of taxa: 634
Taxon: ametrida_centurio | Num gaps: 116570 | Missing taxon?: N | % Missing data: 99.4217385371179
Taxon: rhogeessa_io | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: rhogeessa_mira | Num gaps: 116510 | Missing taxon?: N | % Missing data: 99.3705649563319
Taxon: rhogeessa_parvula | Num gaps: 116553 | Missing taxon?: N | % Missing data: 99.4072393558952
Taxon: rhogeessa_tumida | Num gaps: 114255 | Missing taxon?: N | % Missing data: 97.4472912117904
Taxon: rhogeessa_velilla | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: rhynchonycteris_naso | Num gaps: 116397 | Missing taxon?: N | % Missing data: 99.2741880458515
Taxon: saccolaimus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: saccopteryx_bilineata | Num gaps: 111365 | Missing taxon?: N | % Missing data: 94.9824304039301
Taxon: saccopteryx_canescens | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: saccopteryx_gymnura | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: saccopteryx_leptura | Num gaps: 117018 | Missing taxon?: N | % Missing data: 99.8038346069869
Taxon: sauromys_petrophilus | Num gaps: 116545 | Missing taxon?: N | % Missing data: 99.4004162117904
Taxon: scotoecus_hirundo | Num gaps: 116157 | Missing taxon?: N | % Missing data: 99.0694937227074
Taxon: scotomanes_ornatus | Num gaps: 116367 | Missing taxon?: N | % Missing data: 99.2486012554585
Taxon: scotophilus_borbonicus | Num gaps: 116546 | Missing taxon?: N | % Missing data: 99.4012691048035
Taxon: scotophilus_dinganii | Num gaps: 116550 | Missing taxon?: N | % Missing data: 99.4046806768559
Taxon: scotophilus_heathii | Num gaps: 116427 | Missing taxon?: N | % Missing data: 99.2997748362445
Taxon: scotophilus_kuhlii | Num gaps: 114012 | Missing taxon?: N | % Missing data: 97.240038209607
Taxon: scotophilus_leucogaster | Num gaps: 116553 | Missing taxon?: N | % Missing data: 99.4072393558952
Taxon: scotophilus_marovaza | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: scotophilus_nigrita | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: scotophilus_nux | Num gaps: 116546 | Missing taxon?: N | % Missing data: 99.4012691048035
Taxon: scotophilus_robustus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: scotophilus_tandrefana | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: scotophilus_viridis | Num gaps: 116550 | Missing taxon?: N | % Missing data: 99.4046806768559
Taxon: scotophilus_viridis_nigritellus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: scotorepens_sp_jmw_2004 | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: sphaeronycteris_toxophyllum | Num gaps: 116404 | Missing taxon?: N | % Missing data: 99.2801582969432
Taxon: stenoderma_rufum | Num gaps: 116795 | Missing taxon?: N | % Missing data: 99.6136394650655
Taxon: sturnira_aratathomasi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: sturnira_bidens | Num gaps: 116892 | Missing taxon?: N | % Missing data: 99.6963700873362
Taxon: sturnira_bogotensis | Num gaps: 116427 | Missing taxon?: N | % Missing data: 99.2997748362445
Taxon: sturnira_erythromos | Num gaps: 116650 | Missing taxon?: N | % Missing data: 99.4899699781659
Taxon: sturnira_hondurensis | Num gaps: 116649 | Missing taxon?: N | % Missing data: 99.4891170851528
Taxon: sturnira_lilium | Num gaps: 115207 | Missing taxon?: N | % Missing data: 98.259245360262
Taxon: sturnira_paulsoni | Num gaps: 116649 | Missing taxon?: N | % Missing data: 99.4891170851528
Taxon: sturnira_ludovici | Num gaps: 116424 | Missing taxon?: N | % Missing data: 99.2972161572052
Taxon: sturnira_luisi | Num gaps: 116472 | Missing taxon?: N | % Missing data: 99.3381550218341
Taxon: sturnira_magna | Num gaps: 116649 | Missing taxon?: N | % Missing data: 99.4891170851528
Taxon: sturnira_mordax | Num gaps: 116650 | Missing taxon?: N | % Missing data: 99.4899699781659
Taxon: sturnira_oporaphilum | Num gaps: 116249 | Missing taxon?: N | % Missing data: 99.1479598799127
Taxon: sturnira_parvidens | Num gaps: 116650 | Missing taxon?: N | % Missing data: 99.4899699781659
Taxon: sturnira_tildae | Num gaps: 115953 | Missing taxon?: N | % Missing data: 98.8955035480349
Taxon: submyotodon_latirostris | Num gaps: 116545 | Missing taxon?: N | % Missing data: 99.4004162117904
Taxon: tadarida_aegyptiaca | Num gaps: 116902 | Missing taxon?: N | % Missing data: 99.7048990174673
Taxon: tadarida_australis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: tadarida_brasiliensis | Num gaps: 107919 | Missing taxon?: N | % Missing data: 92.043361080786
Taxon: tadarida_fulminans | Num gaps: 116908 | Missing taxon?: N | % Missing data: 99.7100163755458
Taxon: tadarida_insignis | Num gaps: 116682 | Missing taxon?: N | % Missing data: 99.5172625545852
Taxon: tadarida_teniotis | Num gaps: 114696 | Missing taxon?: N | % Missing data: 97.8234170305677
Taxon: taphozous_australis | Num gaps: 116962 | Missing taxon?: N | % Missing data: 99.7560725982533
Taxon: taphozous_georgianus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: taphozous_hilli | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: taphozous_longimanus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: taphozous_mauritianus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: taphozous_melanopogon | Num gaps: 110863 | Missing taxon?: N | % Missing data: 94.5542781113537
Taxon: taphozous_nudiventris | Num gaps: 116354 | Missing taxon?: N | % Missing data: 99.2375136462882
Taxon: thyroptera_discifera | Num gaps: 116457 | Missing taxon?: N | % Missing data: 99.3253616266376
Taxon: thyroptera_lavali | Num gaps: 116709 | Missing taxon?: N | % Missing data: 99.5402906659389
Taxon: thyroptera_tricolor | Num gaps: 112100 | Missing taxon?: N | % Missing data: 95.609306768559
Taxon: tonatia_bidens | Num gaps: 116021 | Missing taxon?: N | % Missing data: 98.9535002729258
Taxon: tonatia_saurophila | Num gaps: 116024 | Missing taxon?: N | % Missing data: 98.9560589519651
Taxon: trachops_cirrhosus | Num gaps: 114575 | Missing taxon?: N | % Missing data: 97.7202169759825
Taxon: tylonycteris_pachypus | Num gaps: 115504 | Missing taxon?: N | % Missing data: 98.5125545851528
Taxon: tylonycteris_robustula | Num gaps: 116256 | Missing taxon?: N | % Missing data: 99.1539301310044
Taxon: uroderma_bilobatum | Num gaps: 115187 | Missing taxon?: N | % Missing data: 98.2421875
Taxon: uroderma_magnirostrum | Num gaps: 116603 | Missing taxon?: N | % Missing data: 99.4498840065502
Taxon: vampyriscus_bidens | Num gaps: 116270 | Missing taxon?: N | % Missing data: 99.1658706331878
Taxon: vampyriscus_brocki | Num gaps: 116864 | Missing taxon?: N | % Missing data: 99.6724890829694
Taxon: vampyressa_melissa | Num gaps: 117005 | Missing taxon?: N | % Missing data: 99.7927469978166
Taxon: vampyriscus_nymphaea | Num gaps: 116684 | Missing taxon?: N | % Missing data: 99.5189683406114
Taxon: vampyressa_pusilla | Num gaps: 116392 | Missing taxon?: N | % Missing data: 99.269923580786
Taxon: vampyressa_thyone | Num gaps: 116684 | Missing taxon?: N | % Missing data: 99.5189683406114
Taxon: vampyrodes_caraccioli | Num gaps: 115797 | Missing taxon?: N | % Missing data: 98.7624522379913
Taxon: vampyrodes_major | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: vampyrum_spectrum | Num gaps: 115846 | Missing taxon?: N | % Missing data: 98.8042439956332
Taxon: vespertilio_murinus | Num gaps: 116512 | Missing taxon?: N | % Missing data: 99.3722707423581
Taxon: vespertilio_sinensis | Num gaps: 116839 | Missing taxon?: N | % Missing data: 99.6511667576419
Taxon: xeronycteris_vieirai | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: ornithorhynchus_anatinus | Num gaps: 73490 | Missing taxon?: N | % Missing data: 62.6791075327511
Taxon: zaglossus_bruijni | Num gaps: 116923 | Missing taxon?: N | % Missing data: 99.7228097707424
Taxon: tachyglossus_aculeatus | Num gaps: 113579 | Missing taxon?: N | % Missing data: 96.8707355349345
Taxon: pteropus_vampyrus | Num gaps: 41429 | Missing taxon?: N | % Missing data: 35.334504639738

Number of missing taxa = 186
Number of present taxa = 448
Total number of taxa = 634

Eq: num_gaps / ( num_taxa * len_aln ) --> (21808128+51901419)/((186+448)*117248)
Avg missing data before removing missing taxa = 0.991582927998395 = 99.1582927998395%
Eq: num_gaps / ( num_taxa * len_aln ) --> 51901419/(448*117248)
Avg missing data after removing missing taxa = 0.988088340069157 = 98.8088340069157%

